,userName,content,score
923,Raffa Putra,"UNTUK DEVELOPER TIKTOK MOHON DI PERBAIKI, Tiap kali buka tiktok cuman muncul logo tiktok saja kalau ingin buka tiktok harus download ulang, kadang tidak bisa di buka. MOHON DI PERBAIKI.",2
924,Aldiansyah Agustino,"Udah puluhan kali update, download ulang, ganti akun, tetep aja kalau cari apapun yang muncul bukan vidio, malah akun orang orang, mohon diperbaiki supaya kita sebagai pengguna lebih nyaman dalam menggunakan nya!!!",1
925,Candra Astuti,"assalamualaikum,buat sahabat tik tok,, kenapa ya aplikasi tik tok kok kaya gini udah di uninstall, videonya sudah sebagian dihapus,cache juga sudah saya hapus tapi sama aja tidak ada pergerakan sama sekali...ada apa dengan tik tok sekarang????",2
926,Akmali Baihaqi,Kok sekarang tik tok udh di update malah jdi nge bug si padahal sebelum di update masih aman aman aja skrng di pencet logo ny aja ga bisa masuk masuk tolong dong perbaiki nih tik tok nya biar bisa lancar lagi,2
927,Dimas Ade,"tidak bisa di buka aplikasinya, biar bisa dibuka harus download dulu, tapi hanya sementara, besoknya mau buka aplikasinya gabisa dan harus unistal & Instal, mohon segera di perbaiki, terimakasih",1
928,dessy khumairah,"ini ko semakin di update semakin ngelag? bahkan sampe hp ngestuck di logo tiktok ga bisa keluar nanti tiba tiba mati total , tolong dong ini adakah virus dalam aplikasi atau bagaimana?",1
929,Tania Nopitasari,"Bisa ga sih gausah upgrade mulu ram nya semakin lama semakin tinggi:) masa masuk tiktok layar nya item semuaa ga kaya dulu, makin lama makin jelek tiktok",2
930,anisa Nuriswan,"Assalamualaikum waroh matullohi wabarokattu , Setelah tiktok nya di update jadi terasa barat kalau lagi skrhol sekhrol tiktok dan suka banyak iklan nya kadang 2 - 4 iklan kadang bisa sampe 10 iklan , dan kalau saya mau mengetik ke pencarian selalu ke yang aneh aneh tapi sebelum saya update engga kaya gini , untung saya baik jadi saya kasi bintang 4 , yang bertanggung jawab saya mohon di perbaiki < salam saya rizki > terimakasih wassalamu'alaikum waroh matullohi wabarokatu",4
931,Amelia Sari,"Tik tok ngapah lama lama jadi susah banget buat masuk nya ya , udh jadi ngelek banget di hp saya , saya ram 3 jadi ngelek semua mua nya , gimana ini tiktok tolong di perbaiki biar gak ngelek banget",2
932,Salasiah Salasiah,"Mb ny semakin di update semakin besar,sering kali keluar sendiri dari apk dan ada kesalahan ngeleg dikit,tolong secepatnya diperbaiki karna itu berpengaruh pada memory penyimpanan saya🙏🏻",3
933,Siti Khairiyah,"Kirain cuma saya aja yg aplikasinya gabisa dibuka, tiap mau buka selalu stuck di logo. Mana habis itu hp saya jadi nge-lag. Udh brp kali uninstall dan re-install tp ttp keulang lg.",1
934,SOFYAN FF,"tolong diperbarui lagii apknya, akhir akhir ini saya merasa tiktok saya error tidak bisa dibuka, dan 1 hal lagi yang membuat saya tidak tenang setelah membuka apk ini hp saya menjadi leg seperti ada virus, tolong kepada pihak yang berwajib segera perbarui lagii",1
935,Nurul Fatimah,"Setelah di update g bisa dibuka aplikasi nya jadi lemot semua,kenapa ya sekarang semua apk yg utama klo di update langsung susah buat login nya, tolong dong ini apk nya g bisa buat login ,masa mentok logo aja",4
936,Saiful Munir,Sesudah di update....berat kali tik tok nya....tiap sehari sekali saya uninstal terus instal ulang...kalo ga gitu ga bisa d buka apk nya.....tolong d perbaiki,1
937,Myaoonaiseuu Mayoo,"Aplikasi nya bagus, tapi MOHON PERBAIKI BUG YAA, karena bug saya nge stuck di logo tiktok nya, kalau bisa bantu saya untuk mengatasi permasalahan ini, terimakasih",3
938,Jenny Sari,Dear Tiktok.. ini kenapa yaa..kok aplikasinya berat banget..sampe hp saya nge lag.. hampir aja dibanting hp ku.. ternyata Tiktok biangnya. Tolong diperbaiki,1
939,Indriya Santika Dewi,"Gmn ya inii, sebelum di update masih biasa sja, tpi stlh ak update kok jadi kayak ginii, kalau di buka cuma logannya ajaa, pls dongg bantuuuu, ga tau knp kalau di buka tu lama bgtt, udah ditunggu sampai seminggu tapi ttp gk bisaa dibukaa!!! perbaikiiiiiiiiii!!!!",3
940,Ade Ilud Nabila,Semenjak diperbarui terakhir kali 28 September kemarin sering sekali ngebug. Bahkan setiap hari saya harus uninstall kemudian instal ulang apk ini agar tetap bisa memakainya.,1
941,Iva Koyimatul,Tik tok makin berat ya setelah di update aku pikir jaringan.nya yg tidak stabil ternyata banyak yang mengeluhkan tentang aplikasi tik tok semakin berat,1
942,Andrawati,Sering hapus download lagi.. hapus download lagi ternyata yang eror aplikasi nya😓 sayang sekali versi terbaru ini tolong dong d berbaiki agar nyaman untuk pengguna. Terimakasih 🙏,2
943,Haninn,"Tiktok kenapa sih? di update malah makin jelek. Bikin hp cepat habis baterai, ngeleg, kadang dibuka pun nggak bisa tolong di perbaiki",1
944,ZERI HARIS_ OFFICIAL,"semenjak update jadi ada bug kadang bisa dibuka kadang juga engga, tolong dong perbaikin masa harus download ulang dulu biar bisa dibuka lagi, makin kesini update nya makin banyak yg eror",1
945,Jihan Syahrini,Setelah update aplikasinya jadi lag PARAH. sampai² hape harus di matiin ulang biar lag nya ilang sudah saya uninstall beberapa kali ttp aja yg bermasalah itu emng apk nya.,1
946,Muhammad Raihan,"ini tiktok kenapa seperti ini ya semenjak update, selalu ngelek tidak ada jaringan?, padahal jaringan bagus, TOLONG SEGERA DI PERBAIKI !!!",2
947,Melani siti karimah,"Tiktok skrng kok makin gini ya?gabisa di buka, bisa di buka tapi harus berkali kali di klik, padahal memo hp ngga penuh, makin menjadi jadi gila",1
948,Refan Umanda putra,"Saya kira HP saya yang sudah rusak ternyata tiktok nya g jelas.... Yang tiba tiba ga bisa di buka, ngelag, keluar sendiri tolong di perbaiki jangan kebanyakan update",1
949,Chellya Alisda putri,Aplikasinya baguss tapi pas saya mau buka tiktok tiba2 jadi tidak bisa di buka dan jadi bikin hp saya lemot pdhl memori tidak penuh pas saya coba dowlond lagi tidak bisa dan menguinstal trs tolong diperbaiki,2
950,Wahyu Mulyono,"setelah di update kok tiktok gak bisa di buka, malah muncul logo nya saja? sudah berkali² di download ulang tapi sama saja gak bisa di buka. tolong di perhatikan dan di perbaiki.",1
951,Willy Juan,aku mengalami bug atau lag saat ingin membuka tiktok. saat ingin membukanya yang terlihat hanya logo tiktoknya saja. dampak lainnya juga mengakibatkan frezz pada layar saya.,1
952,Sarton Siole,"Ada apa ya dengan tik tok sekarang? Kok pas di buka tik tok nya Cuma muncul logonya tapi video nya ga ada, trus kayak nyebar virus gituh ke aplikasi lain biking hp gw jadi ngeleg",1
953,SATRIA RAMDAN 15,"Aplikasi ini keren sekali, saya melihat banyak video orang yang berpacaran dan warga tiktok yang sangat ramah,aplikasi ini menemani saya hingga malam hari dan saya merasa sangat puas ketika menonton Vidio adegan romantis sendiri di malam hari.hhhhh rasa sakit ini tidak dapat di ungkapkan dan saya butuh banyak video lagi untuk memacu adrenalin saya",4
954,Adam Zain,"Sudah satu bulan lebih akun Tiktok saya tidak bisa mengirim dan menerima pesan, kalau menurut keterangan saya melanggar aturan, tapi saya merasa tidak pernah melakukan seperti keterangan yg dimaksudkan.",1
955,Achmad Supriadi,Gak ngasih bintang dulu apk tiktok selalu error gak bisa di buka setelah di update tolong di perbaiki ... selalu ngeLag kalau buka tik tok apk nya tolong di perbaiki,1
956,Fitri Yasin,"Aplikasi nya bagus,cuman masih banyak filter2 yg gk bisa dipake😔 Tolong ya TikTok, jgn jadi pemilih merek hp, sehingga banyak filter2 gk bisa di pake untuk merek hp lainnya . Aplikasi nya udah bagus cuman itu aja filter2nya bnyak gk bisa ke pake",5
957,Fitri Wahyuni,"Aplikasi yang sangat menghibur saya. Dengan aplikasi ini banyak hal yang saya dapati mulai dari hiburan maupun berita terkini. Fitur nya juga oke2, semoga bisa memuaskan banyak orang lagi. ✨",5
958,Raysa Dwiprastisya,"Akhir akhir ini setelah download tiktok , tidak berjalan seperti tahun lalu , terdapat lah yg cukup parah sehingga saya harus mengulang/restart hp berulang kali , bahkan sampai frame atau tidak bisa di touch , ukuran tiktok makin besar , tiktok shop juga di hilangkan begitu saja , padahal minyak dan keperluan saya sehari hari ada di tiktok shop , sekian dari saya terimakasih tiktok",1
959,Afndi Gaming,"sering banyak bug, seperti aplikasi gk bisa di buka banyak iklan bermunculan dan ngelag padahal jaringan bagus",1
960,Nurwendah Onay,"Terima kasih tik tok walw pun aku pemula blum ad pengikut nya tpi aku seneng banget karna bisa menghasil kn uang ap lgi pas penarikn g nyampe 2 detik saldi sudah masuk ke akun dana aku memang pantas mndapt kn bintang 5 klw bisa lbih dri 5 keren abis,sukses terus",5
961,Farras InayahSS,"Aku suka dengan aplikasi ini ini sangat bagus banyak hal menyenangkan tu ang bisa kita cari di sini kayak rifviu,tutorial,cerita,kerajinan,masak masak,dan lain lain. Jadi aplikasi ini sangat berguna untuk men cari hal yang hebat tapi mau aplikasi ini menyanangkan kita tetap harus belajar ok bye.",5
962,Melody Tiffany,"Tiktok kenapa sih? Sering update tapi bikin aplikasi nya tidak stabil, saya mau repost tapi tiba2 tanda repost hilang, ini hilang, itu hilang, kacau",2
963,Bospin Sinurat,Tolong di perbaiki lagi kk saya sudah capek unisntal terus karna setiap saya mau masuk selalu gak bisa jadi tolong di perbaiki lagi hp saya ram 6 penyimpanan saya sisa 86 Giga lagi selalu ngebuk untuk login t t jadi tolong pengertian nya,1
964,Yoel baik,tolong perbaiki lagi tiktok ini karna dari 1 minggu kemaren sampe sekarang saya ketika mau liat tiktok malah ada nya logo doang dan tiba tiba hp saya jadi mati daya sendiri. segera di perbaiki tolong!,1
965,Muhammadreza,"Kenapa saat lihat Vidio di tik tok Vidio nya patah patah dan gambar nya ga jernih mohon penjelasannya, setiap hari selalu ngestuck di logo. Di hapus login lagi, normal. Besoknya ngestuck lagi. Mau sampe kapan begitu terus?",1
966,Joseph Kenny,"Setelah update yg terjadi , aplikasi tidak bs di buka ya ? Trs di hp jd ngefreeze . Sebelum update tdk ada masalah.",1
967,Robby Tube Channel,"Setelah Update terbaru, sering Nutup sendiri...Bahkan gak bisa dibuka, uninstall, Downlaod lagi...Kebuka sebentar, tapi kembali error sepertu sebelumnya...Kasih 1 dulu sebelum ada perbaikan.",1
968,Subowo Mbarep,"Tik tok skarang tidak bisa dibukak , bisanya di uninstall terus di istal lagi baru bisa di bukak nanti lusa nya gk bisa lagi download lagi ,tolong dong tik tok perbaiki permasalahan ini , kemarin baru saya hapus download lagi sekarang gak bisa dibuka lagi tolong dong saya sebagai pengguna tik tok ingin tik tok kembali seperti dahulu atau diperbaiki sistem yang membuat eror ini",2
969,Meetian Rizqianur,Setelah diupdate...aneh ga bisa dibuka...nungguin terus tetep ga kebuka..harus dihapus dulu lalu download lagi..baru bisa dibuka..tpi setelah 2x bisa dibuka..eh nanti kumat ga bisa dibuka lgi..gimana sih,1
970,M Fathir Ramadhan,"Tik tok knp skrng jdi suka error ya? Setiap saya buka tiktok pasti suka ngeleg atau kadang hp nya ngefres sendiri, tolong buat tiktok segera di benarkan, Karena saya sangat tidak nyaman dengan ini. Mohon di bantu ya admin tiktok.",2
971,Jibril Alfatih,Tiktok abis diupdate makin burik awal nya biasa aja tapi berapa hari tiba tiba g bisa dimasukin cape gw bolak balik hapus terus download lagi. Tolong diperbaiki dong !!!!,1
972,Black Horse,"Tolong ini kenapa tiktok sering Heng logo doang dan ga bisa di buka sama sekali, kejadian udah dua kali, yg pertama saya unistall dan saya install kembali, dan sekrng kejadian lagi Heng logo ga bisa masuk ke beranda kenapa yah tolong perbaiki gila gilanya",3
973,Rizki Irawati,"Tiktok kenapa makin kesini makin makin sih, tiap di buka muncul logo tiba2 hp jdi mati sendiri trs nyala. Pdhal apk lain ngga lo. Sedih banget",1
974,Abdul Rachman,"Saya mau bertanya kepada operasional tiktok, saya punya masalah dengan akun saya, kenapa di aplikasi tiktok saya tidak mau terbuka ya stak di logo aja trus, tolong dong dibenerin.. Terimakasih",1
975,Saanah 63,biasa aman aja pakai tiktok udah kali ke 3 di uninstal instal ulang. bikin hp lemot padahal kapasitas memori masih banyak. diklik sering sampai logo aja setelah itu eror.,2
976,Peppy fathul Rizkiana,"Aplikasi tiktok saya sering error, dibuka hanya keluar logo saja dan harus bolak balik uninstall. Ternyata bkn saya aja yg ngalamin, byk pengguna jg mengeluhkan spt itu.",1
977,Reihan Adjidji,aplikasinya kalau jaringan jelek dia akan stuck di logo tiktoknya dan membuat aplikasinya tetap berjalan di latar belakang hinga hp menjadi panas dan hp menjadi lemot dan ga bisa di gunakan,1
978,Dason SAMP,"Semenjak update kemarin tiktok makin gajelas banyak bug, contoh paling kesal aplikasknya ga bisa dibuka sampe restart berulangkali tetap ga bisa di buka",1
979,Dinda Amelia,"Kenapa akhir"" ini ya TT saya nga bisa masuk haya logo nya aja , udah ku unst trs masuk lagi baru bisa eh selang dua hari eror lagi, tolong dong pihak tiktok yang benerrr, Astaghfirullah tolong dong tiktok masak dua hari sekali aplikasi harus download ulang gegara nga bisa masuk,",1
980,Syidik Maulana,"Mohon perbaiki buq nya tim, sya harus uninstall dan download ulang agar bisa login kembali. Itu berulang-ulang saat saya buka aplikasi selalu terjadi bug hanya muncul logo saja.",1
981,Yanni Inpip,"assalamu'alaikum saya berkomentar karena mau bertanya. mengapa tiktok stlh diupdate jadi sering membuat hp nge lag,terus ga bisa dibuka,itu yang eror hp saya apa tiktok yang memang bermasalah ya... mohon untuk jawabannya karena saya sudah beberapa kali mengalami lag dan tiktom tdk bs dibuka... mohon untuk dibenarkan juga🙏🏼🙏🏼",2
982,Therlin Laitoto,Gimana si tiktok pas aku update ternyata gak bisa di buka lagi padahal penyimpanan aku masih pas buat tiktok tapi kok gak bisa masuk sih mna cuman ada logonya lagi😭 Terpaksa aku download tapi versi yg tiktok lite:(,1
983,Yaroh Luberizky15,"Tiktok tuh kenapa ya skrg jelek banget. Baru buka aja cuma keliatan logo nya, trus keluar sendiri . Memori yg di pake terlalu berat padahal jaringan bagus",1
984,Deeno.,"Yth. admin untuk keseluruhan apk ini bagus, hanya saja ada sedikit masukan dari saya... tolong tambahkan fitur delete all pada komenan kita sendiri,, dan juga fitur delete all pada pesan2 yang sampai kepada kita.. karena saya harus menghapus satu persatu komenan yang saya kirim maupun pesan yg dikirim pada saya, tentunya hal ini akan membuat kita lelah jika ingin menghapus semua history komentar yang saya kirim maupun komentar yang saya terima. sekian dari saya terimakasihh",3
985,Nur Rahman F,"Diperbaiki bug nya, setelah update malah makin rusak, baru masuk ga bisa terbuka, harus uninstall baru bisa terbuka, cape bolak balik install",1
986,Devi Bae,Tiktok nya sering gk bisa di buka cuma muncul logo tiktok nya doang trs bikin hp ikut nge lag kaya nya bnyk firus nya deh udah sering di uninstall trs download lgi beberapa kali baru bisa si buka lagi tiktok nya kadang cuma muncul logo doang😐,1
987,Redmi 9c,"Tolong dong ini tiktok kenapa ya kok setiap mau buka aplikasinya malah ga bisa + buat HP jadi lag gitu, contohnya setiap pagi saya mau buka tiktok tapi ga bisa terus jadi saya uninstal terus install lagi baru bisa",2
988,sevvi banowati,"tiktok sekarang gajelas, gabisa dibuka, trs banyak virus nya HP aku pernah ngelag gara"" buka tiktok, setelah di hapus udah ngga ngelag lagi, tapi pas di download lagi sekarang gabisa di buka di pencet kembali teruss",1
989,Imam Saputra8,tik tok saya setelah di update sering banget eror dan ngebug saya sudah keempat kali download lalu hapus lagi tik tok kamu ada apaa saya juga capek harus login dan download teruss tik tok saya hanya muncul logo tik tok tolong di perbaiki lagi. tiktok tolong segera perbaiki saya sudah ke 5 kali ini download tiktok,1
990,Iqbal Rizki,"Untuk tiktok kembalikan keranjang kuningnya, Banyak barang yg ada di keranjang yg aku belum cekout. Lagi pula kalau ada keranjang kuning bisa bantu UMKM perdaerah tolong segera kebijakannya",4
991,Desta Ananda lutfi,"Semakin di update semakin banyak bug, tolong buat Defolofer nya di benerin bug nya contoh 1.kadang gak bisa di buka 2.suka close sendiri udah itu aja",1
992,sahriah sanuri,Aplikasi ini saat saya buka saya mengalami bug/lag saya sangat bingung kenapa ada lag ini saat saya ulang berkali kali ternyata benar itu bug/lag dan saat update tetap bug/lag dan agak menghibur dan pass lagi scroll tiba tiba muncul tulisan diatas kaya gini jaringan anda tidak stabil saya langsung memeriksa ia tetapi tetap bagus jaringannya jadi saya kasih bintang 3 jelah,3
993,Putri Ningstia,"Ini knp tiktok nya g bisa dibuka y? Kemarin"" msi bisa ini g bisa saya udah 2× sampe apk tt nya saya hps dlu dan donwload lagi di buka itu cuma keliatan logo tiktok nya aja trs jg bikin hp ngelag benerin ini dong tiktok nya ap lg buat konten kreator gtu kan kasihan klo tiktok nya gini mulu udah di update bukanya membaik malah makin error😏 msi jg blm di benerin ni tiktok, tiktok gw udah gw hps dan donwload lagi akun gw yg rame jd ilang ini gmn apa mau gini trs",1
994,Hiro hamada hamada,"Kenapa tiktok shop sudah tdk ad di update in yhh gw sdh ad lagi mau beli barang secara live, sekarang gw kasih bintang satu karena tiktok shop sudah tdk ad lagii mohon kebijakan developer tiktok kembalikan lagi tiktok shop seperti semula di update tan yg baru sekian terima kasih",1
995,raffi irham,"ada apakah dengan tiktok sekarang cape, keluar msuk playstore hanya untuk donwload tiktok, low gak di uninstall dulu gak bisa2 masukk, kagak sebagus duluu, makin buruk tiktok, jadi mles, tiap hari harus keluar msuk playstore cuma wat download tt doang😡🤬",1
