,content
831,"Aku udah menghapus hampir semua app di hpku demi download tiktok tapi pas udah kedownload malah ga bisa dibuka katanya memo ga cukup tapi kemaren kemaren memoku cukup untuk ngebuka tiktok tapi sekarang ga bisa,bisa tolong ramnya jangan 4gb?,2/3gb masih bisa tapi kalo 4gb itu memo bakalan cepat habis,aku rela ngehapusin foto keluargaku demi download tiktok tolong diperbaiki ya,aku hampir aja ngehapus diary paling berharga ku.bahkan aku rela ngehapus WeTV."
832,"Apl ini sangat menyebslkan, akun saya selalu di pl atau di banned tanpa tau sebabnya, tdk ada pemberitahuan tiba-tiba Apl TikTok saya hilang begitu saja. Mohon di aktifkan kembali tanpa membuat akun yg baru. Terima kk asih."
833,"Tolong dong di perbaiki, biasanya klo tiba"" error aku harus hapus tiktok terus download lagi, udah habis"" in kuota nguras memori pula, klo mau download tiktok lite isi fyp nya jokes bapak""🗿, tolong dong di perbaiki."
834,Tik tok sekarang berbeda dengan tik tok yang dulu soalnya sering lama menginstal dan sering ngebug entah kenapa tik tok yang dulu ga kyk gini soalnya aku uda ampe 100 tapi dihape ku ada tulisan menginstal lama banget dan tapi di tik tok yang dulu cepet agak heran sama tik tom yang sekarang
835,"apaan coba, banyak bug, lag, pas di buka kadang"" malah stuck di logo tiktok+macet ngerambat ke apk lain. Tolong perbaikin lah"
836,"Aplikasi Tiktok sekarang punya masalah hidup apa sih. Bener² deh ya,nguji kesabaran tingkat provinsi.Dulunya aplikasinya bagus banget sekarang ini nggak jelas.Nggak bisa dibuka trus minta di uninstall kemudian di install ulang.Kmrn² setiap 2 hari ,lah ini tadi belum ada sehari sdh nggak bs dibuka lagi dan harus di uninstall kemudian install ulang lagi.Hidup lagi cape'-cape'nya malah diuji lagi kesabaran soal aplikasi Tiktok ini ,minta tlg dong di perbaharui lagi aplikasinya.Terima kasih"
837,"Sudah beberapa hari ini tiktok saya g bisa digunakan, uninstall... install ulang,baru bisa..habis dipake, keluar mau masuk lagi g bisa lagi, uninstall.. install lagi,begitu terus...kenapa ya"
838,"Akhir akhir ini tiktok sering gak bisa di buka dan cuma muncul logo aja, ngelag dan berpengaruh ke aplikasi lainya, setelah buka tiktok aplikasi itu jadii pada ngelaggg semuaa, tolong di perbaiki"
839,"Kenapa pas habis update tiktok pas di buka jadi crash HP ku langsung mati2 sendiri harus di relog2,terus dan setelah di hapus dan dowload lagi sempet bisa 1-2 hari seperti itu lagi gimana ini!!!!"
840,"Kenapa setiap buka tiktok hanya terlihat logo nya saja dan harus download ulang terus, mohon di perbaiki lagi sistemnya ya kak min. Ternyata disini juga banyak mengalami hal yang sama."
841,"sering update tapi sama aja banyak bug, apalagi tidak bisa masuk ke tik tok, load lama bikin lambat ke hp dan harus di restart ulang"
842,Setelah update saya buka tik tok selalu hanya tampilan tik tok dan tidak bisa di buka aplikasi nya dan hp saya lemot dan harus di mulai ulang tolong untuk tik tok segera perbaiki aplikasi nya
843,Maaf q sudah lama main tik tok...aman² saja tp sekarang ko malah berat susah gitu g keluar² sy kira louding.....lama bgt akhirnya hrs dihapus dulu trs download LG baru bisa nonton..trs 2 atau 3 hr bgtu LG hrs download lagi...perbaiki dong...terima kasih
844,"Tolong d prbaiki lagi bug nya ya soal nya saya sering masuk tautan orang tapa penyetujuan saya, jadi di perbaiki lagi menurut saya tambahkan fitur kalo ada orang yang mengundang dari tautan itu kita klaim iya atau tidak dulu Mohon d perbaiki lagi untuk semua si aman ya tapi tolong perbaiki ini yang d atas aja 🎀 terima kasih"
845,Kenapa habis update gak bisa di buka malah loading lama setengah jam tetap gak bisa ke buka juga kami selaku pengguna tiktok tidak puas dengan aplikasi tiktok ini bikin kuota gua habis 1 GB gak bisa ke buka juga gimana sih update nya
846,"Nah gni baru enak admin developer,cmn satu lgi sih video tidak memenuhi syarat padahal gk pernah melanggar aturan tiktok. Mohon admin developer untung membereskan bug satu ini,soalnya kasian juga kan yg mau jadi konten creator jadi syulit mendapatkan viewer yg tinggi cuman gara""bug satu ini.. padahal tidak melanggar aturan tiktok.. sekian dari ulasan saya mohon di perbaiki,selebihnya udah mantap 🙏🙏🤗🤗"
847,copot pasang sampai berkali kali hp ram 6 rom 128 ..tapi bergitu lama gk dibuka gk bs aplikasinya mentok di logo...knp coba ??? mohon diperbaharui ...jika tdk banyak pengunamu yg kecewa
848,Kenapa tiktok ga bisa dibuka ya... padahal ruang penyimpanan masih cukup masa iya mau diuninstal terus install lagii... tolong dong gimana caranya biar bisa dibuka lagi... hampir semingguan erorr terus😅
849,"Tiktok sekarang kenapa ya, eror mulu , dibuka ngak bisa muncul tulisan tiktok doang terus, harus diuinstal dulu baru bisa ,nanti instal baru 3 hari kemudian gitu lagi, masak kalau mau nonton tiktok harus download terus"
850,"Gw barusan update tiktok masa abis itu gabisa buka apk lain, ngelag semuanya HP gw, ngabank parah, bisa normal kalau udah dimatiin dulu hpnya, kenapa sekarang tiktok begitu anjir, sangat tidak ramah, bintang 1"
851,Tiktok kenapa sih akhir-akhir ini suka susah di buka? Sampe harus uninstall dulu baru bisa lagi. Ini udah berkali-kali ga bisa di buka sampe harus uninstall dulu baru bisa di buka lagi.
852,"Capek harus install ulang terus. Sering nge bug. Tiba-tiba cuma logonya aja. Terus HP ngelag. Terus restart. Begitu berulang. Padahal RAM, internet memadai. Mohon diperbaiki"
853,"Halow min, saya ingin memberitahu untuk tidak update tiktok secara berlebihan 🙏🙏. Tiktok saya sering sekali tidak bisa di buka sampai hp saya harus di matiin dlu. Sayang mohon ya min, ini demi kebaikan bersamaa... Tolong ya min saya maksa🙏"
854,"Setelah update beberapa hari kemudian langsung gakbisa dibuka tiktok nya, tiba' jadi ngelag dan gakbisa dibuka sama sekali, cuma ada gambar tiktok nya aja dan gakbisa dibuka, sumpah saya kecewa banget karena setelah di update bukannya malah bagus ini malah gakbisa dibuka sama sekali, tolong dong buat adminnya benerin tuh tiktok biar saya bisa buka tiktok dan scroll tiktok lagi, ini saya udah berapa minggu gak buka tiktok cuma karena gara' gakbisa dibuka tiktoknya"
855,"Siapa bilang TikTok cuma buat hibur-hiburan doang? Aplikasi ini juga bisa bikin hatimu jadi lebih bahagia, bro! Kamu bisa menemukan video-video yang bisa bikin kamu terinspirasi, ketawa ngakak, atau bahkan menemukan musisi-musisi dan penyanyi-penyanyi baru yang bakal bikin telingamu berdebar! Bisa banget jadi platform bikin kamu merasa lebih baik."
856,"Setelah tiktok di update,Kenapa sekarang ini tiktok susah atau tidak bisa di buka,sampai hp saya langsung otomatis restart kembali gara gara waktu tiktok dibuka,, tolong kepada developer tiktok supaya mengatasi masalah ini.."
857,"Tolong diperbaiki, sudah upgred malah nge bug,, cuma gambar logo saja gak bisa masuk,, HP jadi nge lagi semua, apk lainnya jadi ngelag"
858,"Min kenapa di perangkat saya tik tok nya tidak ada fitur ""beralih ke mode foto"" Yg bisa di geser-geser itu min,padahal udh coba coba update terus coba install ulang mohon bantuan nya min, tapi selain itu ga ada maasalah kok"
859,aplikasi makin parah tidak bisa di buka lag hitam saja dan malah menyebabkan crash ke sistem oprasi hp juga dan imbas lag ke aplikasi lain
860,"Apk..jelek tidak menyenangkan,,baru beberapa hari aj dah gila.koin/poin,hilang gak bs muncul lagi.dah d apa²in jg,,ttp aj? Kecewa.males pake nya lagi gak ada guna...gak ada hasil.males...apk.jelek.bnyk modus nya aj?"
861,"Kenapa tiktok habis di download,setelah 24 jam gak bisa di buka,dan harus menghapus aplikasi tiktok terlebih dahulu lalu di download ulang, sangat mengecewakan semenjak di update 🙏"
862,Aplikasi nya bagus dan juga menampilkan video keren di fypnya dan juga tiktok juga bisa menghasilkan uang buktinya aku baru ditransfer 500rp ke rekening aku dan untuk menghasilkan uang cuman nonton video yang ada di fyp.
863,Sistem tiktok lagi eror ya? Soalnya kalau saya pakek hp saya jadi ngelang padahal ram masih banyak. Mohon untuk di perbaiki lagi sistemnya. TERIMA KASIH
864,"Woeeee tik tok lu sekarang kenapa sih tiap di buka gak bisa hanya muncul logonya aja dan bikin HP gue jadi LEMOT NGELAG parah,dan sembuhnya harus di uninstall dulu trs install ulang kan capek,itupun kadang bertahan cuma 2hr doang habis itu kambuh lagi.. gila emang tik tok makin kesini makin ngeselin,lakukan perubahan kek.."
865,"parah banget! 4 bulan gabisa dibuka, cuman muncul logo. gimana sih tiktok, padahal draf baanyak banget udah dari 4 tahun yg lalu. kecewa banget gabisa di buka , tolong dong PERBAIKI BIAR BISA DIBUKA, GA CUMAN MUNCUL LOGO DOANGGG!!!"
866,Setelah di update makin susah masuk tiktok.kadang keluar sendiri dr apk.udh di update malah ga bisa kebuka apk nya.masa harus install dan uninstall terus tiktoknya Makin ga nyaman
867,"Untuk tiktok ! : Stelah saya upload tiktok / ada nya update an tiktok sya gak bisa masuk ke tiktok ini juga sudah diulang buat 3x akun , dan mohon ya kalo mau juga tolong kayak dulu aja !"
868,Saya sudah menggunakan apk ini 4 tahun cuma sempat saya halus 1 tahun nan lah soalnya saya fokus belajar dulu aok nya sudah bagus cuma kadang gebug aja juga pengunaan internet nya lumayan banyak di perkirakan 800mb an itu kalo ga ada setop nya kalo 24 jam habis kuota 2 gb y
869,Kenapa yah belakang ini Tik tok gak nyaman.setiap saya buka apk tik tok pasti hp saya legg parah tolong dong perbaiki buuk nya. Saya merasa kaya gini semenjak Tik tok update. Saya kira update makin bagus ternyata malah banyak Bukk nya tolong lah pihak Tik tok perbaiki apk terima kasih
870,"Tiktok skg makin lelet & berat, kadang cuma muncul logo aja, tolong ya bagian management tiktok di perbaiki aplikasinya. Massa saya harus instal ulang tiktok terus🥴"
871,Tiktok itu bagus tetapi lama ke lamaan ko gak bisa masuk lagi ke tiktok Tolong di perbaiki lagi ya Sebenarnya sudah bagus seru tapi hanya ada sedikit perbedaan yaitu ko gak bisa masuk jadi saya nilai 75 aja ya atau 75/100
872,"Tolong perbaiki bug tiktok selalu tidak bisa terbuka di ke esokkan harinya, alhasil harus terus2an uninstall dan install! Sangat amat merepotkan! Mohon di perbaiki secepatnya!"
873,"Kenapa akhir akhir ini tik tok sering tak bisa dibuka cuman keluar logo aja dan gak bisa masuk apalagi sering keluar sendiri tanpa disentuh. Jadi mohon diperbaiki lagi agar lebih sedikit keluhan. ""TERIMA_KASIH"""
874,"setiap hari saya download hapus tiktok, krna lag stuck logo. gabisa di buka sampai hp saya mati sendiri. tolong lah tik tok kalau emg berat banget hapus aja fitur fitur ga guna nyaaa demi kenyamanan. capek harus download hapus download hapus terus. kalau ga di hapus gabisa di buka."
875,"Setelah update malah Tambah berat , stack di loading leg boros ,boros ram mohon ya di perbaiki agar bisa digunakan kembali dengan baik ,segera!!"
876,"setelah update tiktok kalo kita buka berjam jam seeing ngelag cars patah patah, padahal dulu engga, ini gw pakai hp ram 8 chip Snapdragon 870 masa ngejalanin tiktok doang ga bisa lancar gitu. sedangkan maen game berat aman aman aja"
877,tiktok kenapa si?! aku setiap mau buka tiktok pasti ngestuck di gambar tiktok aja ga mulai mulai dan kalo mau kebuka harus d hapus dulu tiktoknya dan harus download lagi?! TOLONG D PERBAIKI GA MAU TAU.
878,"Setelah di update bukan ny makin bagus malah makin parah, tiktok nya ngeleg dan malah buat mentok di logo terus efeknya hp ku jadi ikutan ngeleg, jadi mohon di perbaiki lagi tiktok nya 🙏"
879,Gw ksih 1bintang aja deh. Soalnya gw udh capek uninstal. Habis itu instal lagi. Karna knpa setiap mau buka tiktok itu sbgat lama. Nnti bisa buka tiktok lagi klau sdh di download ulang
880,"Kenapa sih skarang tiktok sring tiba-tiba gabisa masuk tolong dong perbaiki masak harus bolak-balik uninstall, ini aja udah 3 kali install ulang.. Mana HP ngelag gara tiktok"
881,"Aplikasinya bagus dan sangat membantu untuk menampilkan karya,.. tetapi perlu di perbaiki lagi karena sering ada bug.."
882,Tolong dong di perbaiki masa Abis di update malah tambah buruk..kalo mau buka tiktok cm bisa stuck di logo tiktok doang ud gtu hp nya jadi Lag..Udh coba² cara lain ttp aja ga bisa..Hadeh
883,"tiktok paling banyak diminati dan disukai org dan menjadi nomor 1 didunia hiburan, mohon untk menanggapi keluhan/saran dri pengguna agar tiktok semakin lebih baik lg dan jangan sampai ada nge bug kekgini"
884,"Tiktok sekarang kenapa suka eror, kadang gabisa di buka minta update trus, Jadi sering hapus pasang apk Kadang kalo lelet mau buka apk lain jadi ikutan nge-lag semua Tolong di perbaiki agar lebih baik"
885,tiktok skrng udh g ky dlu. skrng sring bgt nge bug kalo mau dibuka. ujung'nya hrs dihapus dlu baru didownload lagi. tolong dibenerin dong. kalo kaya gini gimana ngatasinnya biar ga ngebug lgi¿?¿??
886,"Maaf untuk saat ini saya kasih 2 bintang karena sering kali sekarang tiktok ngelek"" Dan hp langsung stak gak bisa ngapain "" Dan harus saya matiin hp Dan hidupin lagi dan harus saya hapus dulu tiktok baru salah donwload lagi apa ini cara tiktok biar kami update terus gt? Sangat kecewa kali sama tiktok saat ini🙏"
887,"tiktok sekarang ngelag banget,suka ngstak di logo dan kalo keluar semua aplikasi juga ikut lag kaya semacam kena virus,tolong ya tiktok mohon diperbaiki, dan harus di hapus supaya bisa dan besuk nya ngestak lagi gitu²terus"
888,"Disarankan JANGAN INSTAL DI SPEK HP RENDAH Sebelum instal nih aplikasi aman"" saja ram 3 gb tak penuh sama sekali dan chipset bekerja dengan sewajarnya Setelah instal nih aplikasi awal awal gak ada kendala apa"", tapi lama lama aplikasi nih memakan ram dan chipset yang sangat berat membuat hpmu lag parah , jadi JANGAN DIINSTAL DI HP KALIAN KALAU HP ANDAEMPUNYAI SPEK RENDAH"
889,"agak kecewa gara gara tidak ada tiktok shop padahal banyak troli yang belum dibeli orang"" begitupun barangnya, barang yang diinginkan cuma ada di tiktok, tidak ada di online shop lain, tapi kenapa tiktok shop di tutup?"
890,"Gatau kenapa tiktok bikin hp gua lemot, padahal gada masalah sama memori card, atau penyimpanan data.. Berkali² gua reinstall hasilnya ttep sama! Negatif"
891,"Ya tuhan udh uninstal tiktok 8x dalam 4 hari,setelah di instal lancar di buka,berapa jam kemudian gak bisa di buka dan bikin hp ngeheng harus di matiin dulu,plis lah tiktok knp jadi begini padahal kemarin lancar2 aja😭😭😭"
892,Bagus... Cuma kenapa minimal belanja nya harus naik terus jumlah pembelanjaan nya untuk dapet gratis ongkir.. Mulai dari belanja 30rb baru dpt gratis ongkir... Sekarang harus belanja 60rb..lalu jadi 70rb baru dpt gratis ongkir😌
893,Nih tiktok kenapa dah pas di buka layarnya putih semua terus pas keluar dari tiktoknya ngecrash minta ampun tolong di perbaiki dong saya kirain hp saya sedang bermasalah eh pas tiktok di hapus jadi lancar lagi hpnya harap di perbaiki dong biar pengguna lebih puas 🙏
894,"Tolong ini aplikasinya diperbaiki lagi, aku buka aplikasinya gak bisa"" malah macet cuma logonya doang dan bikin lemot terutama juga memengaruhi aplikasi lainnya..."
895,"TikTok makin ngeleg aja dan sering tidak menanggapi, tidak bisa dibuka padahal memori masih banyak masa harus bolak-balik install ulang cuma buat masuk tiktok :(("
896,"Tolong di perbaiki saat buka tiktok mentok logo tiktok,sudah itu lag parah harus restart hp baru gak lagi lag,saya udah 4 kali kek gitu tolong di perbaiki,tiktok nya jangan bikin gak nyaman"
897,Makin parah.ud brp mgg sk gk bs dibuka sy uninstal trs instal ulg bs. Skrg mala gk bs log in katanya kesalahan server. Ini ud byk banget keluhan tapi benar2 tidak ad perbaikan... Entah maunya gimana ni apk...bukan diperbaiki mala makin kesini makin parah...apk lain jg ikut2 lag hp jd eror...
898,"Satu jam cuma logo yg kluar , Uda 3 hari ini ga bisa di buka ,setelah di up kemaren , kenapa ya ? , Saya kira punya daya sndri , tolong di perbaiki dong , gabut gada yg di ton ton , pengen hapus tik tok tapi masih ada barang yg blm di kirim , konfir nya sulit"
899,"Capek serius, Tiktok baca lah keluhan orang² tolong dong. Cape banget uninstall tiktok trs download lagi supaya ga stuck di logo gelap gabisa dibuka ya anjir. udh lama bgt kaya gini gaada niatan dibaikin, mana suka ngelag. Lama² ku bom juga"
900,"Alasan saya karena tiktok sekarang ada bug ngestuck di logo saya sudah uinstal tiktok 4 kali saya down lagi bisa dibuka pas besok nya lagi ngestuck lagi di logo, itu pun ada efek ke hp , HP tiba-tiba ngeleg parah, jadi semoga diperbaiki 👍"
901,"tiktok kok jadi begini di buka aplikasi nya gak bisa terus harus uninstall terus download lagi baru bisa di buka apk nya gitu aja terus berulang kali, mohon di perbaiki"
